priority,language,id,headword,field,currentValue,suggestedValue,reason,issueCategory,severity,confidence,dictionaryCheckRequired,humanReviewRequired,decision,reviewNote
P4-low,en,en-22860,thunderclap,pronunciation,,,pronunciation(IPA)がnull。正しいIPAは外部辞書未照合のため補完値は not_verified。,missing_pronunciation,low,0.99,true,true,,
P4-low,en,en-22865,inevitably,tags,名詞,副詞,tagsが品詞と不一致: inevitably=必然的に は副詞。ただし本ファイル該当範囲に『副詞』タグの使用例が無く、スキーマ制約の可能性あり要確認。,pos_mismatch,low,0.88,true,true,,
P4-low,en,en-22874,bleak,tags,名詞,形容詞,tagsが品詞と不一致: bleak=荒涼とした は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22889,straightaway,tags,名詞,副詞,tagsが品詞と不一致: straightaway=直ちに は副詞。ただし本ファイル該当範囲に『副詞』タグの使用例が無く、スキーマ制約の可能性あり要確認。,pos_mismatch,low,0.88,true,true,,
P4-low,en,en-22891,indefinitely,tags,名詞,副詞,tagsが品詞と不一致: indefinitely=無期限に は副詞。ただし本ファイル該当範囲に『副詞』タグの使用例が無く、スキーマ制約の可能性あり要確認。,pos_mismatch,low,0.88,true,true,,
P4-low,en,en-22894,worldly,tags,名詞,形容詞,tagsが品詞と不一致: worldly=この世の は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22903,hateful,tags,名詞,形容詞,tagsが品詞と不一致: hateful=憎むべき は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22905,frontal,tags,名詞,形容詞,tagsが品詞と不一致: frontal=正面の は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22912,culinary,tags,名詞,形容詞,tagsが品詞と不一致: culinary=料理の は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22914,nonstop,tags,名詞,形容詞,tagsが品詞と不一致: nonstop=直行の は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22915,giddy,tags,動詞,形容詞,tagsが品詞と不一致: giddy=めまいがする は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22933,prone,tags,動詞,形容詞,tagsが品詞と不一致: prone=傾向がある は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22934,blindly,tags,名詞,副詞,tagsが品詞と不一致: blindly=盲目的に は副詞。ただし本ファイル該当範囲に『副詞』タグの使用例が無く、スキーマ制約の可能性あり要確認。,pos_mismatch,low,0.88,true,true,,
P4-low,en,en-22938,considerably,tags,名詞,副詞,tagsが品詞と不一致: considerably=かなり は副詞。ただし本ファイル該当範囲に『副詞』タグの使用例が無く、スキーマ制約の可能性あり要確認。,pos_mismatch,low,0.88,true,true,,
P4-low,en,en-22940,diabetic,tags,名詞,形容詞,tagsが品詞と不一致: diabetic=糖尿病の は形容詞(名詞用法もあるが提示義は形容詞)。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22941,muscular,tags,名詞,形容詞,tagsが品詞と不一致: muscular=筋肉の は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22948,enlightened,tags,名詞,形容詞,tagsが品詞と不一致: enlightened=啓発された は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-22955,dodgy,pronunciation,,,pronunciation(IPA)がnull。正しいIPAは外部辞書未照合のため補完値は not_verified。,missing_pronunciation,low,0.99,true,true,,
P4-low,en,en-22961,strained,tags,名詞,形容詞,tagsが品詞と不一致: strained=緊張した は形容詞。,pos_mismatch,low,0.9,true,true,,
P4-low,es,es-00125,encontrar,glosses.en / answer,to meet,to find (to meet),"encontrar の第一義は「見つける（to find）」で、和訳 glosses.ja も「見つける」となっている。英訳 answer/glosses.en が「to meet」だと第二義（出会う, encontrarse con）に寄っており、英訳と和訳の主要義がずれている。誤りとまでは言えないが整合性の観点で要確認。",translation_issue,low,0.7,false,true,,
P4-low,es,es-00229,idiota,glosses.en / answer,idiotic,idiot (idiotic),idiota は主に名詞「ばか者（idiot）」。和訳 glosses.ja は「ばか，まぬけ」と名詞を主に取っているのに、英訳が形容詞「idiotic」となっており品詞が不一致。idiota は形容詞用法もあるため誤りではないが、主要義（名詞）とのずれ。,pos_mismatch,low,0.72,true,true,,
P4-low,es,es-00443,principio,answer / glosses.en,"""principle""","""beginning; principle""",principio の高頻度義は『初め/beginning』(al principio 等)。glosses.ja は『初め，原則』と両義を含むが、英訳 answer は principle のみで主要義 beginning が欠落し、英和で強調点がずれる。,translation_issue,low,0.6,false,true,,
P4-low,es,es-01160,controlar,glosses.ja,抑制する,管理する，制御する，抑制する,「controlar」は「管理する・制御する・監視する」を広く指すが、日本語 gloss「抑制する」は suppress/restrain の狭義に偏る。英訳 answer は「to control」であり、英日の語幅が一致していない。,translation_issue,low,0.6,false,true,,
P4-low,es,es-01238,fumar,glosses.ja,吸う,（タバコを）吸う，喫煙する,「吸う」単独では呼吸・吸引と紛れます。fumar は『喫煙する』の意なので「タバコを吸う／喫煙する」がより明確かと存じます。,translation_issue,low,0.6,false,true,,
P4-low,es,es-01315,vigilancia,glosses.ja,警戒,監視，警戒,vigilancia は『監視・見張り（surveillance）』が主要義。「警戒」も可ですが、監視のニュアンスを補うとより正確かと存じます。,translation_issue,low,0.6,false,true,,
P4-low,es,es-01364,muñeca,answer / glosses,wrist / 手首,wrist; doll（手首；人形）,muñeca は『手首』と『人形（doll）』の同頻度の二大義。現状 wrist のみで誤りではありませんが、四択学習では doll 側の欠落が気になります。人間校閲での方針確認を推奨いたします。,missing_gloss,low,0.7,false,true,,
P4-low,es,es-01398,coma,glosses.ja,コンマ，昏睡,英語 comma のみに合わせるか、英語へ coma も追記して整合,英語は comma のみ、日本語は「コンマ，昏睡」で ja 側に coma（昏睡）が追加され不整合。coma は語形上 comma(f) と coma(m 昏睡) の同綴異義のため、英日の義を揃えるのが望ましいかと存じます。,translation_issue,low,0.7,false,true,,
P4-low,es,es-01409,socorro,answer / glosses.en,relief,help / aid（救助・助け）,socorro は『助け・救援・救助（叫びとしての Help!）』が主要義。relief は『安堵・軽減』の含みが強く、日本語「救助」とのニュアンス差があります。help/aid が無難かと存じます。,translation_issue,low,0.75,false,true,,
P4-low,es,es-01502b,agencia,glosses.ja,仲介,代理店，機関,agencia は『代理店・（政府）機関』が主要義。英語 agency とも整合。「仲介」は行為（mediación）寄りで、名詞 agencia の訳としてはやや不自然かと存じます。,translation_issue,low,0.7,false,true,,
P4-low,es,es-01507,mina,glosses.ja,地雷,鉱山，地雷,mina の第一義は『鉱山（採掘場）』で、次いで『地雷』。英語 mine は両義を含みますが、日本語が「地雷」のみだと主要義の鉱山が欠落。文脈により判断が必要かと存じます。,translation_issue,low,0.65,false,true,,
P4-low,es,es-01531,conferencia,answer / glosses,conference / 講演,英日を lecture／講演 か conference／会議 に統一,英語は conference（会議）、日本語は「講演」（lecture）で語義がずれています。conferencia は両義を持ちますが、英日で別義を採っており不整合。,translation_issue,low,0.65,false,true,,
P4-low,es,es-01569,amanecer,glosses.ja,to dawn / 夜明け,英語 to dawn（動詞）に対し ja は「夜が明ける」、または名詞義で英日とも dawn／夜明けへ,英語は動詞 to dawn、日本語は名詞「夜明け」で品詞不一致。amanecer は動詞・名詞両用ですが、英日で品詞が割れています。,pos_mismatch,low,0.8,true,true,,
P4-low,es,es-01592,cierre,answer / glosses.en,shutting,closure / fastener / zipper,英語 shutting は動名詞的で名詞 cierre の訳として不自然。closure（閉鎖）や fastener/zipper（ファスナー）が適切。日本語「閉鎖，ファスナー」とも整合します。,translation_issue,low,0.75,false,true,,
P4-low,es,es-01752,prima,glosses.ja,いとこ,いとこ（女性）；割増金，保険料,英語glossは『(female) cousin; premium』と二義を示すが、日本語glossは『いとこ』のみで「割増金・保険料(premium)」の義が欠落。英和が不整合(日本語が不足)。,translation_issue,low,0.6,false,true,,
P4-low,es,es-01803,verdaderamente,glosses.en,truthfully,"truly, really",『verdaderamente』は「本当に，真に(truly/really)」。英語『truthfully(正直に=con sinceridad)』は語義がややずれる。日本語『本当に，真に』は正確。英訳を truly/really に寄せるのが望ましい。,translation_issue,low,0.68,false,true,,
P4-low,es,es-01851,tarta,glosses.en,pie,"cake, tart",スペイン(スペイン語圏)では『tarta』は主に「ケーキ・タルト」(例: tarta de cumpleaños=誕生日ケーキ)。英語『pie』と日本語『ケーキ』が不整合。英訳は cake/tart が適切。,translation_issue,low,0.62,false,true,,
P4-low,fr,fr-00029,mal,answer,bad,"badly / harm, pain",mal は副詞『badly』または名詞『悪・痛み』。形容詞『bad』は本来 mauvais。ja『悪，痛み』は名詞義で妥当だが、英訳 'bad'（形容詞）と品詞が食い違う。副詞/名詞義に寄せた英訳が正確。,pos_mismatch,low,0.7,true,true,,
P4-low,fr,fr-00186,meilleur,answer,best,better (best = le meilleur),meilleur は bon の比較級『より良い(better)』。最上級『best』は定冠詞を伴う le meilleur。同ファイルの mieux(fr-00033) は正しく 'better' としており内部一貫性の観点でも 'better' が望ましい。ja『最良』も最上級寄りで英訳と共に要検討。,translation_issue,low,0.8,false,true,,
P4-low,fr,fr-00204,capitaine,glosses.ja,船長,隊長，船長，キャプテン,英訳 'captain' は軍の大尉・チームの主将・船長を広く含むが、ja『船長』は海事義に限定され過ぎ。英和整合の観点で ja を広義に。,translation_issue,low,0.75,false,true,,
P4-low,fr,fr-00239,abord,headword,abord,d'abord (要確認),glosses（approach/接近）は l'abord の語義として誤りではないが、abord は実用上ほぼ成句 d'abord『まず・最初に』でしか用いられず、単独見出しは初級学習者に誤解を与えうる。見出し語選定として要確認。外部辞書未照合のため not_verified。,headword_lemma,low,0.6,true,true,,
P4-low,fr,fr-00405,idiot,glosses.en / answer,idiotic,"idiot (n.), idiotic (adj.)",「idiot」は名詞『ばか者』が主用法で、形容詞『idiotic』は従。英語が形容詞のみだと主要品詞を欠く。和訳『ばかな，愚かな』も形容詞寄り。,pos_mismatch,low,0.7,true,true,,
P4-low,fr,fr-00414,système,glosses.ja,系統,システム，体系，制度,「système」の自然な和訳は『システム／体系／制度』。『系統』は生物学・血統寄りで一般義としては不自然。英語 system は妥当。,translation_issue,low,0.7,false,true,,
P4-low,fr,fr-00520,voler,glosses.en / glosses.ja,to fly / 飛ぶ,to fly; to steal / 飛ぶ；盗む,「voler」は『飛ぶ』と『盗む』が同程度に高頻度な同綴多義語。片方のみだと学習者が主要義を取りこぼす恐れ。誤りではないが補完が望ましい。,missing_gloss,low,0.85,false,true,,
P4-low,fr,fr-00601,vol,glosses.en / glosses.ja,flight / 飛行,flight; theft / 飛行；盗み,「vol」は『飛行』と『盗み・窃盗』の高頻度同綴多義語(voler と対応)。『盗み』義の欠落は学習上の取りこぼしになりうる。誤りではないが補完推奨。,missing_gloss,low,0.85,false,true,,
P4-low,fr,fr-00638,empêcher,glosses.en / answer,to stop,to prevent,「empêcher」は『妨げる・防ぐ(prevent)』が正確。英語 to stop は口語的で曖昧。和訳『妨げる』は適切。,translation_issue,low,0.75,false,true,,
P4-low,fr,fr-00801,course,answer & glosses.en,run,race (also: errand/shopping — les courses),和訳 glosses.ja は「競走」。« course » の主要義は race（競走）および errand/買い物（faire les courses）。英語 'run' は弱く、和訳の「競走」とニュアンスがずれる。'race' が中心義。,translation_issue,low,0.6,false,true,,
P4-low,fr,fr-01228,rentrée,glosses.en,return,return (esp. back-to-school / start of new term),英訳 answer/glosses.en は総称的な 'return' だが、和訳 glosses.ja は '新学期' と学校の年度開始という別義に限定しており、英仏和で指し示す語義がずれている。『la rentrée』は『(休暇後の)復帰』と『新学期・新年度の始まり』の双方を持つ多義語。どちらか一方に寄せず両義を明示するのが望ましい。,translation_issue,low,0.6,false,true,,
P4-low,fr,fr-01723,sire,answer / glosses.en,lord,sire (Your Majesty),現代仏語の「Sire」は君主への呼びかけで、日本語gloss「陛下」に一致。英訳「lord」（=seigneur）は敬称レベルがずれる。sire / Your Majesty が妥当。,translation_issue,low,0.68,false,true,,
P4-low,fr,fr-01769,plateau,answer / glosses.en,flat area,tray; plateau (highland),日本語glossは「お盆，高原」の順で第一義が『お盆(tray)』だが、英訳「flat area」は地形の高原義のみを表し、tray義が欠落。英和で主要義の対応がずれている。,translation_issue,low,0.7,false,true,,
P4-low,fr,fr-01815,ranger,answer / glosses.en,to order,"to tidy, to put away, to arrange",「ranger」は片付ける・整理する意（日本語gloss「整理する」と一致）。英訳「to order」は fr-01870『commander』(命令する/注文する)と同一英語で紛らわしく、命令義と誤認される恐れ。to tidy / to arrange が明確。,translation_issue,low,0.65,false,true,,
P4-low,fr,fr-01864,rage,answer / glosses.en,rage,rage; rabies,日本語glossは「激怒，狂犬病」の二義を含むが、英訳は「rage」のみで『狂犬病(rabies)』義が欠落。英和で多義の対応が不完全。,translation_issue,low,0.7,false,true,,
P4-low,fr,fr-01892,rigole,answer / glosses.en,furrow,"channel, ditch, runnel",「rigole」は排水・灌漑用の小さな水路。日本語gloss「溝，用水路」は妥当だが、英訳「furrow」（畝の溝=sillon）はややずれる。channel/ditch が適切。,translation_issue,low,0.7,false,true,,
P4-low,ko,ko-00001,안녕하세요,tags,名詞,感嘆詞,挨拶表現（안녕하다の敬語終止形）。名詞ではなく感嘆詞/慣用表現が妥当だが、アプリ設計上の緩いタグ付けの可能性。,pos_mismatch,low,0.6,true,true,,
P4-low,ko,ko-00002,안녕히 가세요,tags,名詞,感嘆詞,別れの挨拶表現（句）。名詞ではなく感嘆詞/慣用表現が妥当。,pos_mismatch,low,0.6,true,true,,
P4-low,ko,ko-00004,고맙습니다,tags,動詞,形容詞,基本形고맙다は形容詞。動詞タグはやや不正確（감사하다は動詞的で別扱い可）。,pos_mismatch,low,0.6,true,true,,
P4-low,ko,ko-00005,죄송합니다,tags,名詞,形容詞,基本形죄송하다は形容詞（申し訳ない）。名詞タグは不正確。,pos_mismatch,low,0.6,true,true,,
P4-low,ko,ko-00019,왜,tags,名詞,副詞,왜（なぜ）は疑問副詞。名詞タグは不正確。,pos_mismatch,low,0.6,true,true,,
P4-low,ko,ko-00300,열,tags,名詞,数詞,열（十）は固有数詞。名詞タグでも許容範囲だが、하나〜아홉との一貫性のため数詞が望ましい（他の数詞は動詞タグの別問題あり）。,pos_mismatch,low,0.7,true,true,,
P4-low,ko,ko-00448,제일,tags,名詞,副詞,제일は名詞にもなるが、例文(봄을 제일 좋아한다)では『一番/最も』の副詞用法。名詞タグは文脈に不一致。外部辞書未照合のため確信は中程度。,pos_mismatch,low,0.72,true,true,,
P4-low,ko,ko-00512,목,example,나는 감기 때문에 목이 아프다. — 私は風邪のせいで首が痛い。,感기 문맥では『목이 아프다』は通常『喉が痛い』の意。訳を『風邪のせいで喉が痛い。』に。,見出し語 목 の主要義『首』自体は妥当だが、例文の『감기 때문에 목이 아프다』は慣用的に『喉が痛い』を指すため、和訳『首が痛い』は不自然。外部辞書未照合。,example_sense_mismatch,low,0.6,false,true,,
P4-low,ko,ko-01097,게으르다,answer,怠けている,怠惰だ／無精だ,게으르다は恒常的な性質を表す形容詞で、辞書義は「怠惰だ・無精だ」。「怠けている」は進行の動作的訳で品詞ニュアンスがずれる。,translation_issue,low,0.9,false,true,,
P4-low,ko,ko-01504,대체로,tags,名詞,副詞,대체로（おおむね・大体）は副詞。名詞タグは誤り。,pos_mismatch,low,0.92,true,true,,
P4-low,ko,ko-01505,도대체,tags,名詞,副詞,도대체（一体）は副詞。名詞タグは誤り。,pos_mismatch,low,0.92,true,true,,
P4-low,ko,ko-01507,차라리,tags,名詞,副詞,차라리（いっそ・むしろ）は副詞。名詞タグは誤り。,pos_mismatch,low,0.92,true,true,,
P4-low,ko,ko-01508,게다가,tags,名詞,副詞,게다가（その上・さらに）は接続副詞。名詞タグは誤り。,pos_mismatch,low,0.9,true,true,,
P4-low,ko,ko-01509,따라서,tags,名詞,副詞,따라서（したがって）は接続副詞。名詞タグは誤り。,pos_mismatch,low,0.9,true,true,,
P4-low,ko,ko-01510,그렇지만,tags,名詞,副詞,그렇지만（そうだけれど・しかし）は接続副詞。名詞タグは誤り。,pos_mismatch,low,0.9,true,true,,
P4-low,ko,ko-01512,즉,tags,名詞,副詞,즉（すなわち）は副詞。名詞タグは誤り。,pos_mismatch,low,0.88,true,true,,
P4-low,ko,ko-01513,예를 들어,tags,名詞,副詞,예를 들어（例えば）は副詞句（慣用句）。名詞タグは誤り。,pos_mismatch,low,0.85,true,true,,
P4-low,ko,ko-01514,반면에,tags,名詞,副詞,반면에（反面・その一方で）は副詞的接続表現。名詞タグは誤り。,pos_mismatch,low,0.85,true,true,,
P4-low,ko,ko-01515,한편,tags,名詞,副詞,한편は「一方（＝他方で）」の談話標識としては副詞的だが、「一つの側・味方」の名詞用法も存在する。和訳「一方」の語義では副詞が適切と考えられるが、名詞用法も許容されるため確信は低い。,pos_mismatch,low,0.6,true,true,,
P4-low,ko,ko-01516,결코,tags,名詞,副詞,결코（決して）は否定と呼応する副詞。名詞タグは誤り。,pos_mismatch,low,0.92,true,true,,
P4-low,ko,ko-01517,과연,tags,名詞,副詞,과연（果たして・さすが）は副詞。名詞タグは誤り。,pos_mismatch,low,0.9,true,true,,
P4-low,ko,ko-01520,하필,tags,名詞,副詞,하필（よりによって）は副詞。名詞タグは誤り。,pos_mismatch,low,0.9,true,true,,
P4-low,ko,ko-01521,어차피,tags,名詞,副詞,어차피（どうせ）は副詞。名詞タグは誤り。,pos_mismatch,low,0.9,true,true,,
P4-low,pl,pl-00003,dzień,pronunciation,jień,jien,発音表記に非ローマ字のポーランド文字「ń」が残存。読みとしての値は音を正しく示すが、他言語同様のローマ字統一という観点では日本語話者が読めない字。系全体で「ń」→「n」に統一が望ましい（[ɲ]を表す）。,pronunciation,low,0.9,true,true,,
P4-low,pl,pl-00021,słońce,pronunciation,swońtse,swontse,発音表記に非ローマ字のポーランド文字「ń」が残存。語中の [ɲ] を表すが、ローマ字統一の観点では「n」表記が望ましい。他要素と同様の整合性の問題。,pronunciation,low,0.9,true,true,,
P4-low,pl,pl-00039,tydzień,pronunciation,tijień,tijien,発音表記に非ローマ字のポーランド文字「ń」が残存。語末 [ɲ] を表すが、ローマ字統一の観点では「n」表記が望ましい。,pronunciation,low,0.9,true,true,,
P4-low,pl,pl-00125,tańczyć,pronunciation,tańchich,tanchich,発音表記に非ローマ字のポーランド文字「ń」が残存。語中 [ɲ] を表すが、ローマ字統一の観点では「n」表記が望ましい。,pronunciation,low,0.9,true,true,,
P4-low,pl,pl-00138,kończyć,pronunciation,końchich,konchich,発音表記に非ローマ字のポーランド文字「ń」が残存。語中 [ɲ] を表すが、ローマ字統一の観点では「n」表記が望ましい。,pronunciation,low,0.9,true,true,,
P4-low,pl,pl-00140,przyjaźń,pronunciation,pshiyajń,pshiyajn,発音表記に非ローマ字のポーランド文字「ń」が残存（語末 [ɲ]）。ź→「j」変換は本データの規則に沿うが、末尾の「ń」はローマ字統一の観点で「n」が望ましい。,pronunciation,low,0.9,true,true,,
P4-low,pt,pt-00034,mau,answer/glosses.ja,mau = bad / 悪い,文脈次第で『ruim』が日常の『bad（品質が悪い）』に相当（mau は道徳的・人柄の『悪い』が中心）,『mau』は正しく『bad/悪い』だが、ブラジルの日常会話で品質が悪い意味の『bad』は『ruim』が一般的。『mau』は人柄・道徳（mau homem 等）や副詞『mal』との対で使われることが多い。bom↔mau のペアとして提示する分には妥当だが、意味ラベルとしてニュアンス差の注記があると学習上より正確。,translation_issue,low,not_verified,false,true,,
P4-low,pt,pt-00097,quente,glosses.ja,quente = hot / 熱い,熱い・暑い（気温にも用いるため『暑い』の語義も併記が望ましい）,『quente』は触れて熱い（熱い）と気候が暑い（暑い）の両義をカバーするが、和訳は『熱い』のみで気温の『暑い』が欠落。frio（cold/寒い）との対で気候文脈も想定されるため、語義カバレッジがやや不足。誤りではないため軽微。,translation_issue,low,not_verified,false,true,,
P4-low,ru,ru-00072,овощи,pronunciation,Ovoshchi,Ovashchi,"強勢は第1音節 о で正しいが、後続（後強勢）の無強勢 о は [ə] に弱化する。本データは他の後強勢 о を一貫して a と転写している（небо→nEba, мясо→myAsa, качество→kAchestva 等）ため、овощи だけ о のまま残すのは自スキーム内で非一貫。母音弱化を反映するなら Ovashchi。",pronunciation,low,0.7,true,true,,
P4-low,ru,ru-00098,жить,glosses.ja,住む,生きる／住む,жить の第一義は『生きる・存在する』（例: жить долго）。『住む・居住する』は派生的な一義にすぎず、英訳 to live も本来は『生存する』が中心義。和訳を『住む』のみとすると主要義が抜け、en/ja 間の指す範囲がずれる。,translation_issue,low,0.6,false,true,,
P4-low,zh,zh-00013,帮忙,tags,名詞,動詞,『帮忙』(answer=『手伝う』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00021,本,glosses.en,,measure word for books (volume),glosses.en 欠落。見出し『本』は書籍の量詞。answer=冊は妥当。英語グロス補完が望ましい。,missing_gloss,low,0.9,false,true,,
P4-low,zh,zh-00036,差,tags,動詞,形容詞,『差(chà)=劣る』は例文『他的成绩很差』で形容詞用法。tag=動詞は不一致。answer/例文自体は妥当。,pos_mismatch,low,0.85,true,true,,
P4-low,zh,zh-00040,唱歌,tags,名詞,動詞,『唱歌』(answer=『歌を歌う』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00043,车上,glosses.en,,on/in the vehicle,glosses.en 欠落。answer=車内は妥当。英語グロス補完が望ましい。,missing_gloss,low,0.9,false,true,,
P4-low,zh,zh-00046,吃饭,tags,名詞,動詞,『吃饭』(answer=『食事する』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00048,出来,tags,名詞,動詞,『出来』(answer=『出てくる』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00049,出去,tags,名詞,動詞,『出去』(answer=『出ていく』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00056,打车,tags,名詞,動詞,『打车』(answer=『タクシーに乗る』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00057,打电话,tags,名詞,動詞,『打电话』(answer=『電話をかける』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00058,打开,tags,名詞,動詞,『打开』(answer=『開ける』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00059,打球,tags,名詞,動詞,『打球』(answer=『球技をする』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00064,得到,tags,名詞,動詞,『得到』(answer=『得る』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00087,读书,tags,名詞,動詞,『读书』(answer=『勉強する』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00121,关上,tags,名詞,動詞,『关上』(answer=『閉める』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00151,回家,tags,名詞,動詞,『回家』(answer=『家に帰る』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00152,回来,tags,名詞,動詞,『回来』(answer=『帰ってくる』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00153,回去,tags,名詞,動詞,『回去』(answer=『帰っていく』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00162,记住,tags,名詞,動詞,『记住』(answer=『しっかり覚える』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00168,见面,tags,名詞,動詞,『见面』(answer=『会う』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00177,进来,tags,名詞,動詞,『进来』(answer=『入ってくる』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00178,进去,tags,名詞,動詞,『进去』(answer=『入っていく』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00183,开车,tags,名詞,動詞,『开车』(answer=『車を運転する』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00184,开会,tags,名詞,動詞,『开会』(answer=『会議をする』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00185,开玩笑,tags,名詞,動詞,『开玩笑』(answer=『冗談を言う』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00187,看病,tags,名詞,動詞,『看病』(answer=『診察を受ける』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00188,看到,tags,名詞,動詞,『看到』(answer=『見える』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00189,看见,tags,名詞,動詞,『看见』(answer=『見える』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00278,起床,tags,名詞,動詞,『起床』(answer=『起床する』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00279,起来,tags,名詞,動詞,『起来』(answer=『起き上がる』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
P4-low,zh,zh-00306,上班,tags,名詞,動詞,『上班』(answer=『出勤する』)は動詞/動賓(離合)構造で、例文でも動詞として機能。tag=名詞は品詞不一致。意味・例文自体は妥当。,pos_mismatch,low,0.8,true,true,,
