priority,language,id,headword,enTerms,jaTranslation,jmdictSense,note,humanDecision,humanNote
P3(多くは同義語差),german,de-01561,erfolgreich,successful / successful,成功した,success; achievement; succeeding (in life),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01570,abgemacht,agreed / agreed,決まった，合意した,(coming to an) agreement; consent; mutual understanding,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01571,bestätigen,to confirm / to confirm,確認する，裏付ける,"to support (a theory, claim, etc.); to back up; to substantiate",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01586,beschlossen,decided / decided,決定された，決心した,determination; resolution,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01589,begeistert,enthusiastic / enthusiastic,熱狂した，感激した,deep emotion; impression; inspiration,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01593,momentan,current / current,現在の，目下の,subordinate; subordinates; inferior,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01613,verarschen,to trick / to trick,からかう,to tease; to make fun of; to poke fun at,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01619,gewohnt,accustomed / accustomed,慣れた，いつもの,always; all the time; at all times,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01623,aufwachen,to awake / to awake,目を覚ます,to wake up; to sober up; to come to one's senses,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01646,albern,goofy / goofy,ばかげた，おどけた,absurd; foolish,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01647,brav,good / good,おとなしい,gentle; quiet; mild,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01668,vorbereiten,to prepare / to prepare,準備する,preparation; arrangements; getting ready,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01670,heil,whole / whole,無事な,safety; security; peace,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01691,freien,to court / to court,求婚する,marriage proposal; courtship,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01728,bereiten,to prepare / to prepare,用意する，もたらす,"to bring (news, knowledge, etc.); to introduce; to bring about",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01770,gelöst,solved / solved,解決した，くつろいだ,settlement; solution; resolution,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01786,irgend,at all / at all,何らかの，いったい,(what) the heck; (why) in the world; (who) on earth,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01803,Verdienst,merit / merit,功績，稼ぎ,earnings,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01808,einkaufen,to shop / to shop,買い物する,shopping; purchased goods,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01821,Kilo,kilo / kilo,キロ,kilo-; 1000; kilogram,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01833,unglücklich,unhappy / unhappy,不幸な，不運な,misfortune; bad luck; ill luck,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01837,Zauber,charm / charm,魔法,magic; witchcraft; sorcery,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01846,gewollt,deliberate / deliberate,意図的な,intentional; on purpose,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01849,aussagen,to state / to state,証言する,testimony; (verbal) evidence,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01851,Verrückter,crazy person / crazy person,狂人，変人,eccentric; crank; weirdo,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01858,klingen,to ring / to ring,響く,to resound; to be heard far away; to reverberate,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01863,Abmachung,deal / deal,取り決め，約束,promise; agreement; arrangement,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01870,aussteigen,to exit / to exit,降りる，手を引く,to withdraw from (a deal); to wash one's hands of; to lead by the hand,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01880,befreundet,befriended / befriended,親しい，友人である,close (e.g. friend); familiar; friendly,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01892,uni,unicolour / unicolour,無地の,plain; unfigured; patternless,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01900,erneut,renewed / renewed,再びの，改めて,another time; again; over again,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01907,weitergehen,to proceed / to proceed,進み続ける，続く,to continue; to last; to go on,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01915,verhandeln,to negotiate / to negotiate,交渉する,negotiations; bargaining; discussions,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01937,Kommissar,commissioner / commissioner,刑事,(police) detective; criminal matter,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01944,Führung,lead / lead,指導,guidance; leadership; instruction,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01959,bergen,to recover / to recover,救出する，回収する,collection; recovery; withdrawal,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01963,bescheuert,idiotic / idiotic,ばかげた，いかれた,absurd; foolish,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01964,weggehen,to go away / to go away,立ち去る,to leave; to depart; to take one's leave,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01972,versetzt,offset / offset,ずらした，移された,wig; hairpiece (esp. to cover hair loss); toupee,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01976,besitzen,to own / to own,所有する,possession; ownership,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01979,beschreiben,to describe / to describe,描写する，説明する,explanation; exposition; description,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01981,ignorieren,to ignore / to ignore,無視する,disregarding; ignoring,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),german,de-01988,darunter,below it / below it,その下に，その中に,whereunder; thereunder,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00006,juste,fair / fair,正しい，公正な,justice; fairness; impartiality,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00027,vrai,true / true,本当の,truth; reality; actuality,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00053,maman,mummy / mummy,お母さん,mother; mom; mum,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00068,partir,to leave / to leave,出発する,departure; leaving; setting off,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00075,part,share / share,部分,portion; section; part,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00117,compris,understood / understood,わかった，理解した,understanding; comprehension; appreciation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00120,affaire,business / business,事柄,matter; thing; affair,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00133,tellement,so / so,とても，それほど,to that degree; to that extent; that much,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00168,beau,handsome / handsome,美しい，かっこいい,attractive; good-looking; stylish,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00206,fou,"mad, crazy / mad, crazy",狂った，狂人,lunatic; madman,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00209,vue,sight / sight,視界,field of vision; visibility; view,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00213,génial,"great, brilliant / great, brilliant",すばらしい，最高の,best; supreme; wonderful,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00222,autant,so much / so much,同じくらい,approximately the same,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00246,heureux,happy / happy,幸せ,happiness; good fortune; luck,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00248,propre,own / own,自分の，清潔な,clean; hygienic; sanitary,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00252,agent,agent / agent,職員，係官,official in charge,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00267,sorte,sort / sort,種類,variety; kind; type,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00269,bizarre,bizarre / bizarre,奇妙な,strange; odd; peculiar,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00298,salle,hall / hall,部屋,room; chamber; apartment,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00314,écrit,written / written,書かれた，文書,document; writing; letter,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00332,pièce,piece / piece,部屋,room; chamber; apartment,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00333,reçu,received / received,受け取った，領収書,formal receipt (of payment; oft. hand-written),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00339,faux,false / false,間違った，偽の,imitation; fake; phony,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00350,cher,dear / dear,親愛なる，高価な,highly priced; expensive; valuable,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00377,retrouver,to find / to find,再び見つける，再会する,meeting again; reunion,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00383,disparu,disappeared / disappeared,消えた，行方不明の,missing (of a person); lost; unaccounted for,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00394,armée,army / army,軍隊,armed forces; military; troops,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00401,libre,free / free,自由な,freedom; liberty,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00405,idiot,idiotic / idiotic,ばかな，愚かな,foolish; stupid; silly,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00432,expliquer,to explain / to explain,説明する,explanation; exposition; description,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00478,dangereux,dangerous / dangerous,危険な,danger; peril; hazard,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00484,gamin,kid / kid,子供,child; children,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00506,gueule,muzzle / muzzle,（動物の）口，つら,face; mug; surface,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00548,coupable,guilty / guilty,有罪の,guilt; culpability,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00553,prochain,upcoming / upcoming,次の,next; following; subsequent,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00559,connu,known / known,知られた，有名な,famous; well-known,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00587,blessé,injured / injured,負傷した,injury; wound,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00602,horrible,horrible / horrible,恐ろしい，ひどい,cruel; heartless; hard,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00613,vérifier,to verify / to verify,確認する，検証する,verification; confirmation; substantiation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00614,enceinte,pregnant / pregnant,妊娠した,pregnancy; conception; gestation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00615,mise,placement / placement,設置，賭け金,stakes; bet,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00617,directeur,director / director,所長,"head (of an office, laboratory, etc.); chief",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00634,fric,dosh / dosh,金，カネ,carpenter's square; upside-down and mirrored L-shape (used in traditional shop logos combined with another character); perpendicularity,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00638,empêcher,to stop / to stop,妨げる,to disturb; to prevent; to obstruct,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00654,ridicule,ridiculous / ridiculous,ばかげた,absurd; foolish,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00668,conduire,to drive / to drive,運転する，導く,to guide; to lead; to show the way,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00669,sol,soil / soil,地面,ground; earth's surface; land,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00684,souvenir,memory / memory,思い出，記念品,souvenir; memento,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00688,merveilleux,marvelous / marvelous,素晴らしい,wonderful; splendid; magnificent,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00690,ravi,thrilled / thrilled,大喜びの,great joy; delight; jubilation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00700,assurer,to assure / to assure,保証する，確保する,securing; obtaining; ensuring,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00705,présenter,to present / to present,紹介する，提示する,"presentation (of a passport, ID, etc.); showing; production (e.g. of documents)",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00712,prouver,to prove / to prove,証明する,proof; testimony; demonstration,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00727,détruire,to destroy / to destroy,破壊する,destruction; disruption; (application) crash,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00729,découvrir,to discover / to discover,発見する,discovery; detection; finding,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00741,marié,married / married,結婚した,marriage,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00743,portable,portable / portable,携帯,carrying (on one's person or in the hand); mobile phone; cell phone,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00744,préparer,to prepare / to prepare,準備する,preparation; arrangements; getting ready,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00762,épouser,to marry / to marry,結婚する,marriage,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00799,permis,permit / permit,許可,permission; approval; authorization,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00804,joyeux,joyful / joyful,陽気な，楽しい,enjoyable; fun; pleasant,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00814,lors,then / then,〜の時に，その際,in so doing; when you do so; in this regard,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00819,totalement,totally / totally,完全に，全く,really; truly; entirely,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00824,régler,to sort out / to sort out,解決する，支払う,to pay,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00840,sacré,sacred / sacred,神聖な,holiness; sacredness; sanctity,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00876,lien,tie / tie,つながり,connection; link; relationship,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00887,raconter,to recount / to recount,語る，話す,to talk; to speak; to converse,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00888,rapidement,speedily / speedily,速く，急いで,hurriedly; in haste; in a rush,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00890,tribunal,tribunal / tribunal,裁判所,court; courthouse,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00892,obligé,obligated / obligated,やむを得ない，義務づけられた,cannot be helped; unavoidable,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00894,pause,pause / pause,休憩，中断,interruption; suspension; break,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00902,intelligent,intelligent / intelligent,賢い，知的な,intellectual,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00911,vendu,sold / sold,売られた，裏切り者,betrayer; traitor; turncoat,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00919,agir,to act / to act,行動する,action; conduct; behaviour,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00930,gérer,to manage / to manage,管理する，切り盛りする,"management (of a house, store, etc.); administration; running",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00949,également,equally / equally,〜も，同様に,identically; in the (exact) same way; similarly,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00967,coffre,chest / chest,金庫，トランク,suitcase; trunk; trunk (of a car),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00972,prévenir,"to warn, to prevent / to warn, to prevent",知らせる，予防する,prevention; protection (against); precaution,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00979,frappe,hit / hit,打撃,blow; shock; strike,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00980,enchanté,enchanted / enchanted,魅了された，はじめまして,nice to meet you; I'm glad to make your acquaintance; how do you do?,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-00988,créer,to create / to create,創造する,creation; Creation (by God),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01014,tombée,fall / fall,暮れ,sunset; sundown; nightfall,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01018,fatigué,tired / tired,疲れた,worn-out (as opposed to sleepy),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01020,convaincre,to convince / to convince,納得させる，説得する,persuasion,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01040,joindre,to join / to join,つなぐ，連絡を取る,to get in touch with,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01055,signer,to sign / to sign,署名する,signature; autograph,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01062,semblant,semblance / semblance,見せかけ，ふり,swing; shake; sweep,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01066,autrement,differently / differently,さもないと，別の方法で,otherwise; or else; if not,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01074,crétin,cretin / cretin,ばか，まぬけ,stupid; foolish; idiotic,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),french,fr-01084,paquet,packet / packet,包み，小包,parcel; package,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
